Date,Region,Country,Product Category,Revenue,Cost,Profit,Returned
2024-01-21,North America,USA,Smartphones,441,361.80638995574674,79.19361004425326,0
2024-03-09,Asia,Japan,Accessories,395,328.30040421845945,66.69959578154055,0
2024-10-03,Europe,France,Laptops,260,178.99629531786832,81.00370468213168,0
2025-06-27,North America,USA,Wearables,766,642.0640757559798,123.93592424402016,0
2024-11-09,Europe,Germany,Smartphones,3054,2009.3667711859187,1044.6332288140813,0
2024-04-18,North America,USA,Smartphones,2794,1920.099717416714,873.9002825832861,0
2025-04-09,North America,Canada,Wearables,3142,2364.784476064616,777.2155239353842,0
2025-11-02,North America,USA,Laptops,3829,2665.753262584901,1163.2467374150988,0
2025-09-07,North America,USA,Wearables,796,620.6291839528525,175.3708160471475,0
2024-10-15,Europe,UK,Smartphones,920,647.266212881521,272.733787118479,0
2025-10-11,Asia,China,Smartphones,3267,2435.6659548391667,831.3340451608333,0
2025-11-09,Europe,France,Smartphones,2494,1648.3653323539272,845.6346676460728,0
2025-02-15,Europe,France,Smartphones,2610,1929.3631841697927,680.6368158302073,0
2024-07-13,Europe,Germany,Wearables,648,421.7940763191749,226.2059236808251,0
2024-04-02,North America,Canada,Laptops,4215,3524.9140764016443,690.0859235983557,0
2024-10-21,North America,Canada,Laptops,2887,2439.8293728426406,447.1706271573594,0
2024-10-31,North America,USA,Smartphones,1016,851.266275296323,164.733724703677,0
2025-06-20,Europe,Germany,Wearables,450,323.35368985990726,126.64631014009274,0
2025-01-14,North America,USA,Accessories,1367,823.610246923025,543.389753076975,0
2025-08-20,North America,USA,Laptops,2672,1927.2432328663326,744.7567671336674,0
2025-02-16,North America,USA,Smartphones,4634,3731.0636607683255,902.9363392316745,0
2025-11-23,Asia,Japan,Wearables,3189,2222.5943501862735,966.4056498137265,0
2025-10-09,Asia,China,Accessories,2781,2001.8055775130822,779.1944224869178,0
2025-11-15,Asia,India,Laptops,4377,3037.056874974468,1339.943125025532,0
2024-11-18,Asia,India,Wearables,202,138.90128698145116,63.098713018548835,0
2025-10-05,Asia,Japan,Smartphones,3090,2361.323526947442,728.6764730525579,0
2024-03-02,Asia,China,Wearables,1479,1066.3550688844614,412.6449311155386,0
2025-12-19,Europe,Germany,Accessories,2155,1705.95998293568,449.04001706431995,0
2025-04-24,North America,Canada,Laptops,3585,2830.8073107713153,754.1926892286847,0
2025-08-05,Asia,India,Wearables,3363,2181.725399316168,1181.274600683832,0
2025-02-03,North America,Canada,Laptops,2974,2234.523641706891,739.4763582931091,0
2025-04-14,Europe,UK,Laptops,3845,2457.413243258461,1387.586756741539,0
2025-06-11,North America,USA,Smartphones,3791,2832.3555522969314,958.6444477030686,0
2025-08-28,North America,USA,Smartphones,2981,2465.166652471704,515.8333475282961,0
2025-05-28,Asia,India,Smartphones,3449,2399.468234635275,1049.5317653647248,0
2025-01-03,Europe,UK,Accessories,583,429.8666904945769,153.13330950542309,0
2024-08-09,Asia,China,Wearables,4451,3185.9308978226904,1265.0691021773096,0
2025-08-08,Asia,Japan,Smartphones,3246,2577.965477284965,668.0345227150351,0
2024-12-05,Asia,Japan,Smartphones,4140,3258.0129245164944,881.9870754835056,0
2025-06-17,North America,USA,Wearables,1293,910.0266443069785,382.9733556930215,0
2024-04-29,Asia,India,Accessories,2037,1561.7920340224064,475.20796597759363,0
2025-03-30,Europe,France,Accessories,4399,3372.682407784841,1026.317592215159,0
2025-07-03,Asia,India,Smartphones,2935,2367.555947161745,567.4440528382552,0
2025-04-24,North America,USA,Wearables,2705,1626.8671906452337,1078.1328093547663,0
2024-09-09,Asia,Japan,Accessories,3028,1915.2710670605127,1112.7289329394873,0
2025-05-22,Asia,India,Wearables,3050,1842.0039711592037,1207.9960288407963,0
2024-12-21,Europe,Germany,Accessories,4039,3048.9665804866568,990.0334195133432,0
2024-05-17,North America,USA,Laptops,4634,3453.4310151004556,1180.5689848995444,1
2025-03-25,Asia,Japan,Wearables,772,538.3214810365153,233.67851896348475,0
2025-10-12,Asia,Japan,Accessories,2787,2039.8592745899662,747.1407254100338,0
2025-07-15,Asia,India,Accessories,2417,1882.299272455676,534.7007275443241,0
2024-06-03,Asia,Japan,Laptops,1298,833.1073569608353,464.8926430391647,0
2024-06-30,North America,USA,Wearables,2705,1998.1075637387833,706.8924362612167,0
2025-09-07,Asia,India,Wearables,4701,3355.54088328498,1345.4591167150202,0
2025-03-09,North America,Canada,Smartphones,3675,2834.7069717910176,840.2930282089824,0
2024-10-22,Asia,Japan,Wearables,1341,1034.4811070185042,306.5188929814958,0
2025-03-13,Europe,UK,Laptops,1810,1354.2601816799197,455.7398183200803,0
2025-12-21,Europe,Germany,Accessories,4935,3721.3780047923356,1213.6219952076644,0
2025-06-02,Europe,UK,Wearables,1175,958.5053192116686,216.49468078833138,0
2024-03-28,Asia,India,Wearables,3527,2823.9280954171954,703.0719045828046,1
2024-08-10,North America,Canada,Laptops,1430,1160.941185179266,269.0588148207339,0
2024-09-24,Asia,India,Wearables,4056,3298.083085143414,757.9169148565861,0
2024-04-07,Asia,China,Wearables,1294,844.5915683514343,449.40843164856574,0
2025-07-17,Europe,UK,Accessories,3355,2829.1681642489402,525.8318357510598,0
2024-07-10,Asia,Japan,Smartphones,1103,722.3841474504286,380.6158525495714,0
2024-02-18,Europe,France,Accessories,836,564.8181170960967,271.18188290390333,1
2024-08-10,Europe,UK,Accessories,4461,3640.9108626022903,820.0891373977097,0
2024-01-31,Asia,China,Smartphones,4306,3190.109104366869,1115.890895633131,0
2024-09-22,North America,Canada,Smartphones,1647,1113.2171565307262,533.7828434692738,0
2024-03-05,Europe,France,Laptops,3518,2976.4342420766848,541.5657579233152,0
2024-07-02,Asia,China,Laptops,425,303.70833881396527,121.29166118603473,0
2025-02-02,Europe,France,Accessories,2353,1596.4372609469933,756.5627390530067,0
2024-02-01,Asia,India,Laptops,2640,2204.676676818493,435.323323181507,0
2025-12-20,North America,Canada,Laptops,646,477.9719849961527,168.02801500384732,0
2024-02-17,Asia,India,Wearables,3159,2154.6220952094686,1004.3779047905314,0
2025-05-02,North America,Canada,Smartphones,2132,1753.5080262103681,378.49197378963186,0
2024-07-06,Europe,France,Laptops,2081,1701.0125644075029,379.98743559249715,0
2025-11-02,Asia,India,Laptops,3458,2196.887753246088,1261.1122467539121,0
2025-02-15,North America,Canada,Wearables,1866,1204.8938243088032,661.1061756911968,0
2025-12-12,Europe,Germany,Smartphones,2494,1852.58090300578,641.4190969942199,0
2025-01-21,Europe,France,Smartphones,898,614.5643331140146,283.43566688598537,0
2025-12-02,North America,USA,Laptops,507,389.4729148767801,117.52708512321988,0
2025-08-18,Europe,Germany,Smartphones,3758,2808.102623911357,949.8973760886429,0
2025-09-17,North America,USA,Smartphones,475,329.7129716749792,145.2870283250208,0
2024-09-29,North America,USA,Wearables,3329,2194.713748663556,1134.286251336444,0
2024-11-10,Asia,China,Accessories,3745,2982.7170893197645,762.2829106802355,0
2025-04-17,North America,USA,Accessories,1924,1228.7107501263692,695.2892498736308,0
2024-10-12,Europe,France,Laptops,1070,892.158533199337,177.84146680066306,0
2024-06-19,Europe,UK,Smartphones,1847,1265.3850360357594,581.6149639642406,0
2025-12-14,Asia,India,Accessories,3635,2636.5342420536317,998.4657579463683,0
2024-11-03,Europe,Germany,Laptops,2896,2345.166605965736,550.8333940342641,0
2025-12-20,Asia,Japan,Smartphones,1488,1017.7946259443204,470.2053740556796,0
2024-03-12,North America,Canada,Laptops,1890,1215.976883792748,674.0231162072521,0
2024-05-18,Europe,UK,Wearables,2862,1806.9854453597923,1055.0145546402077,0
2025-02-27,Europe,Germany,Laptops,3678,3059.5030885491,618.4969114508999,0
2024-07-10,Europe,Germany,Laptops,698,510.3663687719199,187.6336312280801,0
2024-05-28,Asia,Japan,Wearables,1673,1283.1357519776152,389.8642480223848,0
2024-05-26,Asia,India,Smartphones,4269,2876.937309535925,1392.0626904640749,0
2025-08-02,North America,USA,Accessories,3997,2675.4565812151604,1321.5434187848396,0
2025-07-23,Europe,Germany,Accessories,3559,2618.5533181137034,940.4466818862966,0
2024-09-08,Europe,France,Smartphones,1578,1002.9196920919536,575.0803079080464,0
2025-08-31,North America,Canada,Smartphones,2694,2279.6936085618377,414.30639143816234,0
2024-05-16,Europe,UK,Accessories,4662,2986.9328979198604,1675.0671020801396,0
2025-06-20,Asia,China,Laptops,1473,885.65102799856,587.34897200144,0
2024-12-25,North America,Canada,Accessories,3281,2113.9421489544293,1167.0578510455707,0
2025-04-08,Asia,China,Wearables,470,336.33096328722354,133.66903671277646,0
2024-12-16,Europe,France,Smartphones,4729,3896.1791772038664,832.8208227961336,0
2024-05-08,Asia,Japan,Accessories,1469,951.4014611965916,517.5985388034084,0
2025-03-08,Europe,Germany,Laptops,827,520.9874835754832,306.0125164245168,0
2024-05-22,North America,Canada,Smartphones,449,284.78829166934037,164.21170833065963,0
2024-03-10,North America,USA,Accessories,2872,1755.6889177155613,1116.3110822844387,0
2025-10-22,Asia,Japan,Smartphones,4259,3484.94739979314,774.05260020686,0
2024-12-10,Asia,China,Smartphones,1208,749.7856799663485,458.21432003365146,0
2025-11-23,North America,Canada,Laptops,510,352.0965283411399,157.9034716588601,0
2025-08-07,Europe,Germany,Laptops,2999,2386.829185613731,612.1708143862688,0
2024-04-17,Asia,China,Wearables,4206,2705.0088566091,1500.9911433909,0
2025-03-13,Asia,India,Laptops,931,787.5252673160551,143.47473268394492,0
2025-11-26,Asia,China,Laptops,4969,3043.946699877679,1925.0533001223212,0
2025-07-05,North America,USA,Smartphones,1836,1383.4123706032817,452.5876293967183,0
2025-03-01,Asia,China,Smartphones,4700,3695.585907059297,1004.4140929407031,0
2024-01-08,Asia,India,Accessories,3958,2426.0421369011224,1531.9578630988776,0
2025-05-10,North America,USA,Smartphones,789,653.4680347242895,135.5319652757105,0
2025-03-20,Europe,France,Accessories,4950,3989.2342183018545,960.7657816981455,0
2025-11-05,North America,USA,Laptops,1283,807.8549878616119,475.1450121383881,0
2024-01-26,North America,USA,Laptops,3276,2220.9659501667743,1055.0340498332257,0
2025-01-22,Asia,China,Smartphones,4821,3910.8703202068796,910.1296797931204,0
2025-07-28,Asia,Japan,Wearables,1203,930.320547485713,272.67945251428705,0
2024-02-13,Asia,China,Accessories,2095,1424.4177639592176,670.5822360407824,0
2024-03-05,Asia,Japan,Smartphones,2602,1792.0609431080036,809.9390568919964,0
2025-04-07,Europe,UK,Laptops,4107,3035.4097814512065,1071.5902185487935,0
2024-10-10,Europe,Germany,Smartphones,2484,1931.3812698954505,552.6187301045495,0
2024-07-19,Asia,Japan,Wearables,3758,2461.9090209885712,1296.0909790114288,0
2024-05-04,Asia,Japan,Smartphones,3584,2406.386836264109,1177.6131637358908,0
2024-07-15,Europe,UK,Smartphones,2980,2084.6797064987186,895.3202935012814,0
2025-03-28,Europe,Germany,Wearables,2597,1908.9875232648567,688.0124767351433,0
2024-01-06,Europe,Germany,Wearables,487,345.01156641269364,141.98843358730636,0
2024-07-20,Europe,Germany,Laptops,1435,938.2046071042828,496.7953928957172,0
2025-10-12,Asia,Japan,Smartphones,1675,1102.9443400539851,572.0556599460149,0
2025-06-17,Europe,UK,Wearables,1416,991.2751456507839,424.7248543492161,0
2025-05-29,Asia,India,Wearables,2323,1776.808098844008,546.1919011559919,0
2025-12-14,North America,USA,Laptops,1306,1073.2444570735377,232.75554292646234,0
2024-08-24,Asia,China,Laptops,2615,1858.1224257746617,756.8775742253383,0
2024-11-09,Europe,Germany,Smartphones,4901,3063.4258769514545,1837.5741230485455,0
2024-02-17,Europe,France,Accessories,2001,1317.5648697548054,683.4351302451946,0
2025-05-17,North America,Canada,Laptops,3992,2626.212263337767,1365.7877366622329,0
2024-02-23,North America,Canada,Smartphones,3266,1991.763432210187,1274.236567789813,0
2024-07-05,Europe,France,Laptops,2081,1741.1498272991191,339.8501727008809,0
2024-10-30,Asia,Japan,Wearables,2545,1901.3391006005313,643.6608993994687,0
2025-04-18,Asia,China,Smartphones,2530,1876.0403163784645,653.9596836215355,0
2025-07-28,Asia,Japan,Wearables,2259,1587.2274996956983,671.7725003043017,0
2025-01-10,Asia,India,Laptops,2027,1630.3694669640577,396.63053303594234,0
2024-03-16,Europe,Germany,Wearables,1125,753.6785534350512,371.3214465649488,0
2024-05-03,Asia,India,Accessories,1604,1139.6849209065676,464.31507909343236,0
2025-04-05,Asia,China,Accessories,4913,3203.9986626779455,1709.0013373220545,0
2024-10-07,Asia,India,Accessories,1387,973.5754434781668,413.4245565218332,0
2024-01-30,Europe,Germany,Smartphones,244,166.98948041891296,77.01051958108704,0
2024-08-08,Asia,China,Smartphones,2781,1903.1154408736409,877.8845591263591,0
2025-07-03,North America,USA,Wearables,3606,2908.2973131202793,697.7026868797207,0
2025-09-29,Europe,UK,Laptops,3948,2449.7573773037216,1498.2426226962784,0
2025-10-10,Europe,Germany,Smartphones,4913,3567.598316974402,1345.4016830255978,0
2025-01-18,Europe,UK,Wearables,4458,3318.7659575048338,1139.2340424951662,0
2024-10-14,Asia,Japan,Laptops,4482,3149.938928211765,1332.061071788235,0
2024-01-16,North America,Canada,Accessories,444,314.0881378925497,129.9118621074503,0
2024-01-04,Asia,Japan,Laptops,3598,2173.3722574068506,1424.6277425931494,0
2024-12-13,Asia,India,Laptops,520,396.7720980446146,123.22790195538539,0
2024-04-17,Asia,China,Smartphones,2778,1754.2758838854643,1023.7241161145357,1
2024-07-13,Asia,Japan,Laptops,211,134.60615286964563,76.39384713035437,0
2025-10-17,Europe,UK,Laptops,2277,1581.4338632015065,695.5661367984935,0
2024-10-24,North America,Canada,Accessories,1044,798.9577170698898,245.04228293011022,0
2025-12-20,Asia,India,Smartphones,1460,1097.1888930539244,362.8111069460756,0
2024-12-01,Asia,Japan,Laptops,2409,1555.8842085927256,853.1157914072744,0
2024-07-19,North America,Canada,Smartphones,721,447.3081692808721,273.6918307191279,0
2025-03-10,Asia,China,Laptops,3679,2660.467935052763,1018.5320649472369,0
2024-10-11,North America,Canada,Smartphones,726,597.2047542352308,128.79524576476922,0
2025-09-13,North America,USA,Accessories,3093,2505.1910873413476,587.8089126586524,0
2024-05-29,Europe,UK,Accessories,4331,3672.0963505817826,658.9036494182174,0
2025-03-15,Asia,India,Accessories,2976,2014.6674682200894,961.3325317799106,0
2025-10-24,Europe,UK,Wearables,679,535.7877422616949,143.21225773830508,0
2024-04-13,North America,Canada,Laptops,4014,2424.7002952606867,1589.2997047393133,0
2024-05-21,North America,USA,Wearables,2564,1758.0905231992886,805.9094768007114,0
2025-05-09,North America,USA,Smartphones,4851,3698.630453713404,1152.3695462865958,0
2024-02-12,Asia,Japan,Smartphones,1064,642.0266503589485,421.9733496410515,0
2024-07-08,Asia,China,Smartphones,4254,3419.44637811481,834.5536218851898,0
2024-11-21,Asia,India,Laptops,1734,1278.3363594687169,455.66364053128314,0
2025-12-31,North America,USA,Accessories,1470,1058.4174111614566,411.5825888385434,0
2025-07-19,Asia,Japan,Wearables,1567,1098.7510437552687,468.2489562447313,0
2024-07-11,Asia,China,Wearables,4166,2840.109076846647,1325.890923153353,0
2024-11-21,North America,Canada,Laptops,4303,2920.9188218241466,1382.0811781758534,0
2025-04-19,Asia,Japan,Laptops,1844,1224.7587517987984,619.2412482012016,0
2024-04-11,Asia,China,Wearables,370,239.2641944312856,130.7358055687144,0
2024-02-12,Europe,France,Laptops,2458,1613.6973994266268,844.3026005733732,0
2024-10-25,Europe,France,Smartphones,1123,890.4020114060754,232.59798859392458,0
2024-07-25,Asia,Japan,Accessories,4262,2628.262330637506,1633.7376693624942,0
2025-09-01,Europe,France,Wearables,4722,3154.043982232592,1567.956017767408,0
2024-08-07,Europe,Germany,Smartphones,4623,3447.7527507243435,1175.2472492756565,0
2024-11-12,Asia,Japan,Wearables,3595,2327.7051026412328,1267.2948973587672,0
2025-09-20,Europe,France,Wearables,4341,3399.4245616699964,941.5754383300036,0
2024-04-27,North America,USA,Laptops,3837,2620.049615822812,1216.950384177188,0
2024-12-31,Asia,India,Wearables,2770,1918.2419829688997,851.7580170311003,0
2025-06-23,North America,USA,Smartphones,946,796.8446086052082,149.15539139479176,0
2024-06-12,Europe,Germany,Wearables,3029,1940.0161967722438,1088.9838032277562,0
2025-02-17,North America,USA,Accessories,2747,1923.38358657357,823.61641342643,0
2025-09-09,North America,USA,Smartphones,706,540.0353331722288,165.96466682777123,0
2024-03-27,Europe,UK,Accessories,3790,2888.705203386018,901.2947966139818,1
2025-03-16,North America,Canada,Smartphones,590,431.4756167702835,158.52438322971648,0
2024-07-06,Asia,India,Laptops,1129,688.1498583441578,440.8501416558422,0
2025-05-27,Europe,UK,Accessories,2318,1735.7356301108932,582.2643698891068,0
2024-10-18,Asia,India,Accessories,955,591.9281679556971,363.07183204430294,0
2024-06-04,Europe,Germany,Smartphones,707,579.5224649008976,127.4775350991024,0
2024-09-16,Asia,Japan,Wearables,4716,2924.6455626949605,1791.3544373050395,0
2025-10-05,Europe,France,Laptops,1501,1079.5337888693548,421.4662111306452,0
2025-11-23,Europe,UK,Smartphones,4550,3800.251192873595,749.7488071264052,0
2024-03-30,Europe,UK,Wearables,4020,2808.1067270165413,1211.8932729834587,0
2025-08-29,Europe,France,Laptops,2280,1453.0102707856504,826.9897292143496,0
2024-09-02,Europe,France,Wearables,604,364.3489914251298,239.65100857487022,0
2024-09-27,Asia,China,Laptops,4156,2614.600828770499,1541.399171229501,0
2025-02-25,Asia,Japan,Smartphones,1409,1001.2978701048341,407.70212989516585,0
2025-12-22,Europe,France,Accessories,3467,2386.251928987349,1080.748071012651,0
2025-01-17,Europe,UK,Accessories,2381,1706.0557232049655,674.9442767950345,0
2024-05-23,North America,USA,Wearables,4181,2680.677864637373,1500.3221353626268,0
2024-09-21,Asia,Japan,Laptops,1153,745.07966820823,407.92033179176997,0
2024-02-22,Asia,India,Smartphones,679,549.5210177931535,129.47898220684647,0
2024-05-02,Europe,France,Wearables,2102,1336.325941179195,765.6740588208049,0
2025-06-01,North America,USA,Wearables,2870,2335.32314628847,534.6768537115299,1
2024-12-05,Asia,Japan,Smartphones,4470,3247.1161111756855,1222.8838888243145,0
2024-01-16,North America,Canada,Wearables,3466,2840.416038879722,625.5839611202782,0
2024-11-22,North America,USA,Laptops,2262,1797.0522587412538,464.9477412587462,0
2025-03-03,Europe,Germany,Laptops,2513,2102.106211545498,410.8937884545021,0
2024-01-12,North America,USA,Smartphones,3736,2985.5164196338287,750.4835803661713,0
2024-06-19,Europe,Germany,Accessories,4429,3415.106952122588,1013.8930478774118,0
2025-07-08,Europe,UK,Laptops,2069,1389.2820510931545,679.7179489068455,0
2024-06-27,Asia,India,Accessories,1279,898.7497219973759,380.2502780026241,0
2024-09-05,North America,Canada,Smartphones,2231,1872.2108220017847,358.78917799821534,0
2024-09-25,Asia,China,Laptops,4443,2864.659391288239,1578.340608711761,0
2025-01-04,Europe,UK,Wearables,4470,3712.820311985719,757.179688014281,0
2025-03-14,Europe,France,Laptops,3986,3232.401901333338,753.5980986666618,0
2025-01-08,Europe,UK,Smartphones,1651,1192.794039265249,458.205960734751,0
2025-10-24,Asia,Japan,Smartphones,3546,2423.8618411144616,1122.1381588855384,0
2025-06-23,Asia,India,Wearables,3138,1936.1250537083222,1201.8749462916778,0
2025-09-01,North America,Canada,Wearables,326,229.4892132935005,96.51078670649949,0
2024-11-05,North America,Canada,Wearables,4279,3389.952217680007,889.0477823199931,1
2024-03-25,Asia,Japan,Smartphones,3041,2514.1786504055203,526.8213495944797,1
2025-09-18,North America,Canada,Wearables,4359,3411.8760695153755,947.1239304846245,0
2025-10-19,Europe,Germany,Wearables,3734,2391.120888098968,1342.879111901032,0
2025-04-10,Asia,Japan,Laptops,3359,2638.7224016438577,720.2775983561423,0
2025-03-07,Europe,France,Smartphones,2587,2004.497799798897,582.502200201103,0
2025-06-16,North America,USA,Laptops,4591,3454.8513675170884,1136.1486324829116,0
2025-09-20,Asia,India,Smartphones,1827,1369.929949340168,457.0700506598321,0
2024-10-23,North America,Canada,Smartphones,2381,1969.0959819504535,411.9040180495465,0
2025-10-15,Europe,Germany,Wearables,3081,2573.770531439047,507.22946856095314,0
2025-06-14,Asia,India,Accessories,4441,3457.77825615762,983.22174384238,0
2024-01-01,North America,USA,Smartphones,4448,2693.891737016346,1754.1082629836542,0
2024-08-08,Asia,China,Laptops,4823,3250.397623598946,1572.6023764010538,0
2025-03-14,Europe,France,Laptops,544,401.8981949984336,142.1018050015664,0
2024-02-17,Europe,UK,Accessories,1714,1066.0172595794215,647.9827404205785,0
2024-09-30,Europe,Germany,Accessories,2847,1993.1226611461284,853.8773388538716,0
2025-06-04,Asia,Japan,Accessories,2868,2293.4361945157084,574.5638054842916,0
2024-03-09,Asia,Japan,Laptops,3532,2617.733534178248,914.2664658217518,0
2025-09-12,Europe,Germany,Laptops,3460,2324.4463459624553,1135.5536540375447,0
2025-06-04,Asia,China,Accessories,1340,804.3113546514369,535.6886453485631,0
2025-01-10,Europe,Germany,Accessories,4948,3803.6428921779893,1144.3571078220107,0
2024-05-09,North America,Canada,Wearables,1981,1391.9905739983426,589.0094260016574,0
2025-10-30,Asia,India,Wearables,3477,2411.2535466459294,1065.7464533540706,0
2025-03-09,Asia,India,Wearables,987,689.3097791842334,297.69022081576657,0
2025-09-25,Europe,Germany,Laptops,3118,2363.458972965289,754.5410270347111,0
2025-08-16,Asia,China,Wearables,3133,2125.1659677817634,1007.8340322182366,0
2025-04-11,Europe,France,Accessories,1093,710.0760884877557,382.92391151224433,0
2024-08-04,North America,Canada,Wearables,1715,1413.5867303149912,301.4132696850088,0
2025-09-03,North America,USA,Smartphones,2552,1571.031186803224,980.968813196776,0
2025-08-14,Asia,China,Accessories,1777,1308.7265296725234,468.2734703274766,0
2025-06-29,Asia,Japan,Smartphones,4192,3470.7859228630236,721.2140771369764,0
2025-03-14,Europe,Germany,Smartphones,2578,1875.8626284255204,702.1373715744796,0
2024-06-14,Europe,France,Wearables,887,605.1164155079291,281.8835844920709,0
2024-06-27,Europe,France,Accessories,2011,1352.1164099452667,658.8835900547333,0
2025-10-30,Asia,India,Laptops,390,241.99165912775706,148.00834087224294,0
2024-08-24,Asia,Japan,Wearables,815,664.1597154601178,150.8402845398822,1
2024-03-27,Europe,France,Accessories,3824,3078.847845128467,745.1521548715332,0
2025-04-28,North America,Canada,Wearables,2412,1755.401524009169,656.598475990831,0
2024-08-11,Asia,India,Accessories,571,475.90936334130197,95.09063665869803,0
2024-09-09,Europe,France,Accessories,1540,1063.7483935554906,476.25160644450943,0
2025-05-16,Asia,China,Smartphones,3769,2305.871092174355,1463.128907825645,1
2024-09-03,Asia,China,Accessories,3862,2557.4084720276755,1304.5915279723245,0
2025-05-02,North America,Canada,Accessories,551,410.8570959920603,140.1429040079397,1
2025-06-29,North America,USA,Laptops,4374,3014.9898172213943,1359.0101827786057,0
2025-04-21,Europe,UK,Smartphones,4198,2646.721542617618,1551.278457382382,0
2025-01-20,Europe,France,Smartphones,3839,2812.1274412359,1026.8725587641002,0
2024-10-17,North America,USA,Smartphones,3756,3023.817866489251,732.1821335107488,0
2025-03-17,North America,USA,Laptops,2750,2167.0786037291705,582.9213962708295,0
2025-08-15,Europe,UK,Smartphones,3931,2360.21540230226,1570.78459769774,0
2025-12-09,North America,Canada,Laptops,1649,1079.944499313111,569.055500686889,0
2025-11-04,Europe,UK,Smartphones,1662,1310.0086165190567,351.99138348094334,0
2024-04-06,North America,Canada,Wearables,712,448.4070396152966,263.5929603847034,0
2024-02-28,Europe,France,Wearables,1767,1374.284674941329,392.71532505867094,0
2025-04-08,Asia,China,Smartphones,3121,2086.7838320038977,1034.2161679961023,0
2024-04-22,Europe,UK,Laptops,428,330.256991905628,97.74300809437199,0
2024-06-30,North America,USA,Smartphones,698,424.33557482189747,273.66442517810253,0
2024-05-25,Asia,Japan,Accessories,4765,3791.153296993025,973.8467030069751,0
2024-12-28,North America,Canada,Smartphones,2020,1568.717858389048,451.28214161095207,0
2024-10-24,Asia,Japan,Accessories,2938,1776.2230387119153,1161.7769612880847,0
2024-03-05,Asia,China,Accessories,440,279.07230010399525,160.92769989600475,0
2025-11-27,Asia,Japan,Smartphones,1150,754.3783189915194,395.62168100848055,0
2024-07-30,North America,Canada,Wearables,2373,1716.246723434839,656.7532765651611,0
2024-06-06,Europe,Germany,Wearables,2359,1833.4732517580633,525.5267482419367,1
2024-07-25,Europe,UK,Wearables,1333,1104.9928771516115,228.00712284838846,0
2025-04-26,Asia,Japan,Laptops,3385,2191.8964684972043,1193.1035315027957,0
2024-11-16,North America,Canada,Laptops,378,271.83175149364644,106.16824850635356,0
2025-11-10,Asia,India,Smartphones,3095,1946.4132939566387,1148.5867060433613,0
2025-11-29,Asia,India,Laptops,734,620.3756632935763,113.62433670642372,0
2025-03-27,Asia,China,Smartphones,526,393.4771140120844,132.52288598791557,0
2025-04-29,Europe,Germany,Laptops,2899,2316.6202969641404,582.3797030358596,0
2025-05-15,North America,Canada,Wearables,3329,2070.177351122955,1258.8226488770451,0
2025-06-18,North America,USA,Wearables,4686,3117.266116060172,1568.733883939828,1
2025-09-12,North America,USA,Accessories,766,534.7097074425229,231.29029255747707,0
2025-08-31,North America,Canada,Wearables,4894,3695.2652969480137,1198.7347030519863,0
2024-03-19,North America,Canada,Wearables,2660,1693.10397783248,966.89602216752,0
2024-11-09,Asia,Japan,Wearables,2279,1764.2658588715701,514.7341411284299,0
2024-09-26,North America,USA,Laptops,1403,1064.752596674879,338.247403325121,0
2025-10-31,Asia,China,Smartphones,3368,2186.411462137397,1181.588537862603,0
2025-12-16,Europe,France,Accessories,4351,3248.5781898234845,1102.4218101765155,0
2025-12-21,Europe,France,Accessories,4103,2942.9185467667467,1160.0814532332533,0
2024-04-23,Europe,France,Accessories,2260,1549.7552594589456,710.2447405410544,0
2025-12-15,Europe,France,Smartphones,2321,1813.4478306967305,507.55216930326947,0
2025-03-04,North America,Canada,Laptops,543,345.7774113361388,197.2225886638612,0
2024-05-09,North America,Canada,Laptops,1088,719.5897702569016,368.4102297430984,0
2025-01-02,North America,USA,Laptops,1317,857.957798623767,459.04220137623304,0
2024-05-31,North America,Canada,Wearables,785,575.9072467594256,209.09275324057444,0
2025-06-12,North America,USA,Smartphones,2320,1908.337240641547,411.66275935845306,0
2025-01-10,Europe,France,Accessories,4854,3981.3662773210567,872.6337226789433,0
2024-09-03,Asia,Japan,Wearables,4826,3000.6973577352196,1825.3026422647804,0
2024-04-01,Europe,UK,Smartphones,1916,1240.7714110705278,675.2285889294722,0
2025-08-10,Asia,India,Accessories,4472,3032.230526073182,1439.7694739268181,0
2024-12-20,North America,USA,Smartphones,3983,3180.3609091346807,802.6390908653193,0
2025-02-11,Asia,China,Smartphones,1412,1110.1232516620594,301.8767483379406,0
2025-04-08,North America,Canada,Smartphones,343,244.41754558070298,98.58245441929702,0
2024-11-29,Europe,France,Laptops,2913,1896.4098909590618,1016.5901090409382,0
2025-12-24,Europe,Germany,Laptops,3210,2702.2351302721636,507.7648697278364,0
2025-09-11,Asia,China,Smartphones,3557,2400.680377106046,1156.3196228939541,1
2025-12-28,North America,USA,Smartphones,3141,2235.3919595487487,905.6080404512513,0
2024-03-27,Europe,UK,Laptops,1302,889.8066199012669,412.1933800987331,0
2024-07-01,Europe,France,Smartphones,4079,3232.3491186585147,846.6508813414853,1
2025-05-23,Asia,China,Accessories,437,269.6771474847569,167.32285251524308,0
2024-06-28,Europe,UK,Accessories,4418,3329.110093099114,1088.8899069008862,0
2024-03-24,Asia,Japan,Smartphones,1015,699.3586203609794,315.64137963902056,0
2025-08-03,Asia,Japan,Smartphones,734,585.1856919745826,148.8143080254174,0
2025-06-12,Asia,India,Smartphones,4700,3698.918890121798,1001.0811098782019,0
